episode,env_return,total_return,steps
0,0.0,0.0,46
1,0.0,0.0,13
2,0.0,0.0,14
3,0.0,0.0,1
4,1.0,1.0,287
5,0.0,0.0,6
6,0.0,0.0,34
7,2.0,2.0,278
8,0.0,0.0,8
9,0.0,0.0,12
10,0.0,0.0,20
11,1.0,1.0,242
12,0.0,0.0,5
13,0.0,0.0,2
14,1.0,1.0,111
15,0.0,0.0,125
16,1.0,1.0,28
17,1.0,1.0,64
18,0.0,0.0,10
19,1.0,1.0,75
20,1.0,1.0,400
21,0.0,0.0,3
22,0.0,0.0,2
23,0.0,0.0,4
24,0.0,0.0,3
25,0.0,0.0,28
26,0.0,0.0,4
27,0.0,0.0,4
28,0.0,0.0,48
29,1.0,1.0,400
30,0.0,0.0,12
31,0.0,0.0,1
32,0.0,0.0,75
33,0.0,0.0,29
34,0.0,0.0,7
35,0.0,0.0,6
36,0.0,0.0,50
37,0.0,0.0,78
38,0.0,0.0,5
39,0.0,0.0,5
40,0.0,0.0,12
41,0.0,0.0,101
42,0.0,0.0,13
43,0.0,0.0,5
44,0.0,0.0,24
45,0.0,0.0,39
46,3.0,3.0,128
47,1.0,1.0,48
48,1.0,1.0,86
49,0.0,0.0,101
50,1.0,1.0,12
51,1.0,1.0,116
52,0.0,0.0,7
53,0.0,0.0,24
54,1.0,1.0,73
55,0.0,0.0,52
56,1.0,1.0,113
57,1.0,1.0,108
58,1.0,1.0,174
59,0.0,0.0,17
60,0.0,0.0,2
61,2.0,2.0,117
62,1.0,1.0,114
63,0.0,0.0,4
64,0.0,0.0,12
65,1.0,1.0,74
66,0.0,0.0,193
67,1.0,1.0,235
68,0.0,0.0,2
69,0.0,0.0,32
70,1.0,1.0,46
71,0.0,0.0,3
72,0.0,0.0,1
73,1.0,1.0,53
74,1.0,1.0,80
75,0.0,0.0,9
76,0.0,0.0,29
77,1.0,1.0,162
78,0.0,0.0,29
79,0.0,0.0,70
80,0.0,0.0,43
81,0.0,0.0,1
82,0.0,0.0,14
83,0.0,0.0,163
84,0.0,0.0,96
85,0.0,0.0,22
86,1.0,1.0,49
87,0.0,0.0,78
88,0.0,0.0,28
89,0.0,0.0,64
90,0.0,0.0,3
91,0.0,0.0,16
92,3.0,3.0,400
93,0.0,0.0,14
94,0.0,0.0,11
95,0.0,0.0,9
96,1.0,1.0,112
97,0.0,0.0,9
98,0.0,0.0,46
99,0.0,0.0,18
100,0.0,0.0,2
101,0.0,0.0,29
102,0.0,0.0,36
103,1.0,1.0,89
104,1.0,1.0,146
