episode,env_return,total_return,steps
0,1.0,1.0,241
1,2.0,2.0,400
2,1.0,1.0,267
3,1.0,1.0,123
4,0.0,0.0,24
5,0.0,0.0,6
6,1.0,1.0,41
7,1.0,1.0,313
8,3.0,3.0,400
9,0.0,0.0,29
10,0.0,0.0,1
11,0.0,0.0,106
12,0.0,0.0,34
13,0.0,0.0,43
14,1.0,1.0,213
15,1.0,1.0,73
16,0.0,0.0,4
17,0.0,0.0,56
18,0.0,0.0,14
19,0.0,0.0,60
20,0.0,0.0,10
21,1.0,1.0,241
22,0.0,0.0,16
23,0.0,0.0,16
24,0.0,0.0,8
25,1.0,1.0,43
26,0.0,0.0,34
27,0.0,0.0,3
28,1.0,1.0,69
29,2.0,2.0,333
30,1.0,1.0,123
31,0.0,0.0,45
32,0.0,0.0,61
33,0.0,0.0,61
34,1.0,1.0,92
35,1.0,1.0,116
36,1.0,1.0,71
37,1.0,1.0,129
38,0.0,0.0,1
39,1.0,1.0,137
40,0.0,0.0,31
41,0.0,0.0,45
42,0.0,0.0,2
43,1.0,1.0,226
44,0.0,0.0,5
45,0.0,0.0,93
46,0.0,0.0,8
47,1.0,1.0,166
48,0.0,0.0,120
49,0.0,0.0,3
50,1.0,1.0,71
51,0.0,0.0,35
52,0.0,0.0,29
53,1.0,1.0,28
54,1.0,1.0,52
55,0.0,0.0,11
56,0.0,0.0,25
57,0.0,0.0,6
58,0.0,0.0,71
59,0.0,0.0,30
60,0.0,0.0,13
61,1.0,1.0,17
62,0.0,0.0,131
63,2.0,2.0,243
64,0.0,0.0,16
65,0.0,0.0,10
66,0.0,0.0,39
67,0.0,0.0,44
68,0.0,0.0,14
69,0.0,0.0,72
70,0.0,0.0,4
71,0.0,0.0,9
72,1.0,1.0,27
73,0.0,0.0,11
74,0.0,0.0,2
75,0.0,0.0,65
76,0.0,0.0,91
77,0.0,0.0,3
78,2.0,2.0,120
79,0.0,0.0,14
80,0.0,0.0,10
81,0.0,0.0,102
82,1.0,1.0,44
83,0.0,0.0,20
84,0.0,0.0,242
85,0.0,0.0,9
86,0.0,0.0,3
87,0.0,0.0,46
88,0.0,0.0,112
89,0.0,0.0,2
90,1.0,1.0,387
91,0.0,0.0,131
92,0.0,0.0,16
93,0.0,0.0,43
94,0.0,0.0,4
95,0.0,0.0,47
96,1.0,1.0,304
97,0.0,0.0,8
98,1.0,1.0,83
99,0.0,0.0,53
100,1.0,1.0,60
101,0.0,0.0,92
102,1.0,1.0,56
103,0.0,0.0,44
104,2.0,2.0,400
105,0.0,0.0,6
106,0.0,0.0,14
107,1.0,1.0,90
108,1.0,1.0,86
109,2.0,2.0,312
110,0.0,0.0,7
111,0.0,0.0,12
112,0.0,0.0,1
113,0.0,0.0,60
114,2.0,2.0,74
115,1.0,1.0,39
116,0.0,0.0,21
117,0.0,0.0,2
118,0.0,0.0,5
119,0.0,0.0,24
120,0.0,0.0,36
121,1.0,1.0,187
122,0.0,0.0,41
123,0.0,0.0,5
124,0.0,0.0,17
125,0.0,0.0,84
126,0.0,0.0,3
127,0.0,0.0,163
128,1.0,1.0,93
129,0.0,0.0,8
130,0.0,0.0,2
131,1.0,1.0,102
132,0.0,0.0,2
133,0.0,0.0,5
134,0.0,0.0,3
135,0.0,0.0,42
136,2.0,2.0,208
137,0.0,0.0,15
138,1.0,1.0,50
139,1.0,1.0,120
140,2.0,2.0,368
141,1.0,1.0,135
142,0.0,0.0,33
143,2.0,2.0,121
144,0.0,0.0,4
145,0.0,0.0,3
146,0.0,0.0,7
147,0.0,0.0,39
148,0.0,0.0,3
149,0.0,0.0,33
150,0.0,0.0,23
151,1.0,1.0,363
152,0.0,0.0,4
153,1.0,1.0,400
154,0.0,0.0,51
155,0.0,0.0,6
156,1.0,1.0,88
157,0.0,0.0,21
158,0.0,0.0,7
159,0.0,0.0,1
160,1.0,1.0,158
161,0.0,0.0,16
162,0.0,0.0,10
163,0.0,0.0,14
164,0.0,0.0,27
165,0.0,0.0,55
166,0.0,0.0,30
167,1.0,1.0,210
168,0.0,0.0,22
169,0.0,0.0,29
170,0.0,0.0,156
171,0.0,0.0,1
172,2.0,2.0,156
173,0.0,0.0,12
174,0.0,0.0,12
175,0.0,0.0,3
176,0.0,0.0,5
177,0.0,0.0,188
178,0.0,0.0,7
179,0.0,0.0,26
180,0.0,0.0,21
181,0.0,0.0,3
182,2.0,2.0,170
183,0.0,0.0,99
184,0.0,0.0,4
185,0.0,0.0,134
186,0.0,0.0,21
187,1.0,1.0,362
188,2.0,2.0,193
189,0.0,0.0,11
190,0.0,0.0,163
191,0.0,0.0,33
192,0.0,0.0,18
193,2.0,2.0,297
194,1.0,1.0,246
195,0.0,0.0,21
