episode,env_return,total_return,steps
0,0.0,0.0,85
1,1.0,1.0,310
2,2.0,2.0,400
3,0.0,0.0,15
4,2.0,2.0,137
5,0.0,0.0,14
6,1.0,1.0,30
7,0.0,0.0,4
8,0.0,0.0,12
9,0.0,0.0,22
10,0.0,0.0,19
11,0.0,0.0,1
12,2.0,2.0,337
13,2.0,2.0,44
14,0.0,0.0,4
15,1.0,1.0,292
16,0.0,0.0,43
17,0.0,0.0,6
18,0.0,0.0,47
19,0.0,0.0,4
20,1.0,1.0,93
21,0.0,0.0,26
22,2.0,2.0,243
23,0.0,0.0,4
24,0.0,0.0,37
25,0.0,0.0,21
26,0.0,0.0,23
27,0.0,0.0,15
28,0.0,0.0,5
29,0.0,0.0,62
30,0.0,0.0,66
31,0.0,0.0,400
32,1.0,1.0,54
33,1.0,1.0,299
34,1.0,1.0,135
35,1.0,1.0,97
36,0.0,0.0,9
37,0.0,0.0,60
38,0.0,0.0,28
39,1.0,1.0,287
40,2.0,2.0,350
41,0.0,0.0,4
42,0.0,0.0,96
43,0.0,0.0,60
44,0.0,0.0,4
45,0.0,0.0,6
46,1.0,1.0,15
47,0.0,0.0,2
48,0.0,0.0,1
49,0.0,0.0,81
50,0.0,0.0,7
51,0.0,0.0,2
52,0.0,0.0,9
53,0.0,0.0,2
54,0.0,0.0,13
55,2.0,2.0,388
56,0.0,0.0,6
57,0.0,0.0,12
58,0.0,0.0,14
59,0.0,0.0,29
60,1.0,1.0,28
61,1.0,1.0,52
62,0.0,0.0,11
63,0.0,0.0,25
64,0.0,0.0,6
65,0.0,0.0,71
66,0.0,0.0,30
67,0.0,0.0,13
68,1.0,1.0,17
69,0.0,0.0,131
70,2.0,2.0,243
71,0.0,0.0,16
72,0.0,0.0,10
73,0.0,0.0,39
74,0.0,0.0,44
75,0.0,0.0,14
76,0.0,0.0,72
77,0.0,0.0,4
78,0.0,0.0,9
79,1.0,1.0,27
80,0.0,0.0,11
81,0.0,0.0,2
82,0.0,0.0,65
